ITEM_CODE,DRUG_NAME,FORM/STRENGTH,ATC5_Code,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07
05303D,BISACODYL,"Suppositories 10 mg, 10",A06AB02,21.47,21.47,21.47,21.47,21.47,21.47,21.47,21.47,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.71,21.71,21.71,21.71,21.35,21.35,21.35,21.35,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.41,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.9,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.87,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.27,21.27,21.27,21.27,21.27,21.27,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,21.04
05304E,BISACODYL,"Suppositories 10 mg, 12",A06AB02,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.69,17.69,17.69,17.69,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.62,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,18.11,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,19.05,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.57,18.57,18.57,18.57,18.57,18.57,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.43
05305F,BISACODYL,Tablet 5 mg,A06AB02,13.75,13.75,13.75,13.75,14.13,14.13,14.13,14.13,14.18,14.18,14.18,14.18,13.00,13.00,13.00,13.00,13.19,13.19,13.19,13.19,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.31,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.8,14.17,14.17,14.17,14.17,14.17,14.17,14.17,14.17,14.17,14.17,14.17,14.6,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.27,14.27,14.27,14.27,14.27,14.27,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.21
05306G,BISACODYL,"Enemas 10 mg in 5 mL, 25",A06AG02,35.72,35.72,35.72,35.72,35.72,35.72,35.72,35.72,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.96,35.96,35.96,35.96,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.34,35.46,35.46,35.46,35.46,35.46,35.46,35.46,35.46,36.66,36.66,36.66,37.03,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,39.48,39.48,39.48,39.91,39.24,39.24,39.24,39.24,39.24,39.24,39.24,39.24,39.24,39.24,39.24,39.24,38.59,38.59,38.59,38.59,38.59,38.59,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,38.04
05307H,BISACODYL,"Suppositories 10 mg, 10",A06AB02,21.47,21.47,21.47,21.47,21.47,21.47,21.47,21.47,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.71,21.71,21.71,21.71,21.35,21.35,21.35,21.35,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.41,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.9,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.87,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.27,21.27,21.27,21.27,21.27,21.27,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,20.94,21.04
05308J,BISACODYL,"Suppositories 10 mg, 12",A06AB02,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.69,17.69,17.69,17.69,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.62,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,18.11,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,19.05,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.57,18.57,18.57,18.57,18.57,18.57,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.43
05309K,DOCUSATE SODIUM with BISACODYL,"Suppositories 100 mg-10 mg, 5",A06AB52,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.68,21.68,21.68,21.68,21.41,21.41,21.41,21.41,20.27,20.27,20.27,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05310L,DOCUSATE SODIUM with BISACODYL,"Suppositories 100 mg-10 mg, 5",A06AB52,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.68,21.68,21.68,21.68,21.41,21.41,21.41,21.41,20.27,20.27,20.27,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05311M,GLYCEROL,"Suppositories 700 mg, 12",A06AX01,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.96,14.96,14.96,14.96,14.90,14.90,14.90,14.90,14.90,14.90,14.90,14.90,15.77,15.77,15.77,15.94,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.42,16.42,16.42,16.79,17.48,17.48,17.48,17.48,17.48,17.48,17.48,17.48,17.93,17.93,17.93,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.57
05312N,GLYCEROL,"Suppositories 1.4 g, 12",A06AX01,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.35,15.35,15.35,15.35,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,16.22,16.22,16.22,16.39,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.78,16.78,16.78,17.15,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,18.35,18.35,18.35,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.99
05313P,GLYCEROL,"Suppositories 2.8 g, 12",A06AX01,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.71,15.71,15.71,15.71,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,16.58,16.58,16.58,16.75,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,17.23,17.23,17.23,17.6,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.8,18.8,18.8,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.5
05314Q,GLYCEROL,"Suppositories 700 mg, 12",A06AX01,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.96,14.96,14.96,14.96,14.90,14.90,14.90,14.90,14.90,14.90,14.90,14.90,15.77,15.77,15.77,15.94,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.42,16.42,16.42,16.79,17.48,17.48,17.48,17.48,17.48,17.48,17.48,17.48,17.93,17.93,17.93,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.57
05315R,GLYCEROL,"Suppositories 1.4 g, 12",A06AX01,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.35,15.35,15.35,15.35,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,16.22,16.22,16.22,16.39,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.78,16.78,16.78,17.15,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,18.35,18.35,18.35,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.26,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.99
05316T,GLYCEROL,"Suppositories 2.8 g, 12",A06AX01,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.71,15.71,15.71,15.71,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,16.58,16.58,16.58,16.75,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,17.23,17.23,17.23,17.6,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.8,18.8,18.8,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.5
05317W,HYOSCINE BUTYLBROMIDE,Injection containing hyoscine butylbromide 20 mg in 1 mL,A03BB01,15.41,15.41,15.41,15.41,16.92,16.92,16.92,16.92,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,17.16,17.16,17.16,17.16,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,18.16,18.16,18.16,18.33,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,19.75,19.75,19.75,20.12,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,22.31,22.31,22.31,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.64
05318X,HYOSCINE BUTYLBROMIDE,Injection containing hyoscine butylbromide 20 mg in 1 mL,A03BB01,15.41,15.41,15.41,15.41,16.92,16.92,16.92,16.92,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,17.16,17.16,17.16,17.16,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,18.16,18.16,18.16,18.33,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,19.75,19.75,19.75,20.12,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,22.31,22.31,22.31,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.64
05319Y,PARACETAMOL,"Suppositories 500 mg, 24",N02BE01,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,25.10,25.10,25.10,25.10,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.83,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,25.32,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.56
05320B,PARACETAMOL,"Suppositories 500 mg, 24",N02BE01,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,25.10,25.10,25.10,25.10,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.83,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,25.32,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.46,84.56
05321C,RHAMNUS FRANGULA + STERCULIA,"Granules 473 mg-83 mg per g, 250 g",A06AC53,23.00,23.00,23.00,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05322D,RHAMNUS FRANGULA + STERCULIA,"Granules 620 mg-80 mg per g, 500 g",A06AC53,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.24,23.24,23.24,23.24,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,23.04,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.53,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,26.37,26.37,26.37,26.47
05323E,RHAMNUS FRANGULA + STERCULIA,"Granules 473 mg-83 mg per g, 250 g",A06AC53,23.00,23.00,23.00,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05324F,RHAMNUS FRANGULA + STERCULIA,"Granules 620 mg-80 mg per g, 500 g",A06AC53,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.24,23.24,23.24,23.24,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,23.04,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.53,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,26.37,26.37,26.37,26.47
05325G,PROMETHAZINE,Tablet containing promethazine hydrochloride 10 mg,A04AD,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,13.09,13.09,13.09,13.09,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.21,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.7,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,,,
05326H,PROMETHAZINE,Tablet containing promethazine hydrochloride 25 mg,A04AD,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,15.16,15.16,15.16,15.16,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.21,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.7,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,,,
05327J,PROMETHAZINE,"Oral liquid containing promethazine hydrochloride 5 mg per 5 mL, 100 mL",A04AD,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,13.09,13.09,13.09,13.09,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.21,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.7,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.67,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,,,
05328K,PROMETHAZINE,Tablet containing promethazine hydrochloride 10 mg,A04AD,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,13.09,13.09,13.09,13.09,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.21,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.7,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,,,
05329L,PROMETHAZINE,Tablet containing promethazine hydrochloride 25 mg,A04AD,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,15.16,15.16,15.16,15.16,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.21,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.7,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.33,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,,,
05330M,PROMETHAZINE,"Oral liquid containing promethazine hydrochloride 5 mg per 5 mL, 100 mL",A04AD,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,13.09,13.09,13.09,13.09,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.21,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.7,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.67,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,,,
05331N,CITRIC ACID + LAURYL SULFOACETATE SODIUM + SORBITOL,"Enemas 3.125 g-450 mg-45 mg in 5 mL, 12",A06AG20,31.40,31.40,31.40,31.40,34.48,34.48,34.48,34.48,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.72,34.72,34.72,34.72,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,34.16,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.65,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,32.8,32.8,32.8,32.8,32.8,32.8,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.38
05332P,CITRIC ACID + LAURYL SULFOACETATE SODIUM + SORBITOL,"Enemas 3.125 g-450 mg-45 mg in 5 mL, 12",A06AG20,31.40,31.40,31.40,31.40,34.48,34.48,34.48,34.48,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.72,34.72,34.72,34.72,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,34.16,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.28,34.65,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,32.8,32.8,32.8,32.8,32.8,32.8,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.28,32.38
05333Q,CARMELLOSE SODIUM,"Mouth spray containing carmellose sodium 10 mg per mL, 25 mL",A01AD11,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.47,8.47,8.47,8.47,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.74,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,9.06,9.06,9.06,9.43,9.77,9.77,9.77,9.77,9.77,9.77,9.77,9.77,10.36,10.36,10.36,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.89
05334R,CARMELLOSE SODIUM,"Mouth spray containing carmellose sodium 10 mg per mL, 100 mL",A01AD11,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.67,10.67,10.67,10.67,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.86,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,11.35,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,12.03,12.03,12.03,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.56
05335T,CARMELLOSE SODIUM,"Mouth spray containing carmellose sodium 10 mg per mL, 25 mL",A01AD11,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.47,8.47,8.47,8.47,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.74,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,9.06,9.06,9.06,9.43,9.77,9.77,9.77,9.77,9.77,9.77,9.77,9.77,10.36,10.36,10.36,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.89
05336W,CARMELLOSE SODIUM,"Mouth spray containing carmellose sodium 10 mg per mL, 100 mL",A01AD11,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.67,10.67,10.67,10.67,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.86,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,11.35,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,12.03,12.03,12.03,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.56
05337X,CLONAZEPAM,Tablet 500 micrograms,N03AE01,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,14.02,14.02,14.02,14.02,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,14.11,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.6,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,13.06
